,S,M,C,S^2,S M,S C,M^2,M C,C^2,S^3,S^2 M,S^2 C,S M^2,S M C,S C^2,M^3,M^2 C,M C^2,C^3,min(group_1),max(group_1),mean(group_1),std(group_1),median(group_1),mode(group_1)
545,7.808024,0.64803445,9.5412655,7.3230186,1.3331225,11.658854,0.77445775,2.3162944,14.526627,9.727897,3.0987327,14.649803,1.4477706,4.818098,18.439465,0.90554255,2.173069,7.066666,21.597174,0.674532,9.34639,6.3739977,2.6567876,7.6350074,0.674532
535,7.980564,0.49143994,6.501568,7.5044947,1.0681925,9.068999,0.4491389,1.6073196,9.472391,9.985074,2.4793668,12.245693,0.9541113,3.3762727,13.233874,0.40552312,1.3245934,4.41242,13.902787,0.50574005,6.39031,4.609649,1.883855,7.802165,0.50574005
552,7.7207603,0.4152196,9.351319,7.2312417,0.9211975,11.439103,0.30791685,1.6374384,14.211523,9.597806,2.1251435,14.385483,0.69916385,3.4044745,18.058748,0.21866879,1.1846354,5.1164765,21.118198,0.42514393,9.162002,5.6852293,2.9666157,7.550453,0.42514393
253,12.696248,0.615963,13.964974,12.449372,1.4290328,18.871061,0.70766217,2.5061083,21.82604,16.95946,3.7516232,24.6987,1.4840376,5.8346157,29.366394,0.80376357,2.2389748,8.558182,32.678963,0.6395766,13.630806,9.132788,4.171777,12.358159,0.6395766
803,5.169287,0.4459299,7.333778,4.5561585,0.8541952,7.9271965,0.36224592,1.5631078,10.8579235,5.800587,1.7255353,9.386234,0.68818843,2.8916535,12.79829,0.28586304,1.1945832,4.5026116,16.015089,0.45750523,7.2008433,4.401876,2.2695124,5.073219,0.45750523
551,7.7292814,0.43935615,9.723104,7.2402034,0.9653154,11.750271,0.35029486,1.7341282,14.828163,9.61051,2.2239134,14.681351,0.77614695,3.5974154,18.683176,0.2705196,1.3100187,5.449356,22.05546,0.45056558,9.522871,5.895903,3.0690458,7.55871,0.45056558
456,9.078872,0.42835554,7.591056,8.659479,0.99415916,10.73719,0.33067948,1.5367612,11.28612,11.619922,2.4001722,14.545584,0.78395295,3.3562722,15.828296,0.24600814,1.1372356,4.493551,16.66734,0.438968,7.45122,5.1450386,2.334477,8.865346,0.438968
238,13.061432,0.3706631,11.71091,12.830152,0.99253297,17.026304,0.2365409,1.6533927,18.116356,17.49387,2.6522317,23.130894,0.68784326,3.9462113,25.58669,0.14141072,1.0973487,5.5734167,27.049652,0.37844777,11.449924,7.507992,3.7784364,12.71012,0.37844777
773,5.417205,0.45520473,7.678657,4.814656,0.8845024,8.382041,0.37938547,1.619587,11.431891,6.167553,1.8167651,9.974117,0.7291564,3.0384831,13.54937,0.3083807,1.2574337,4.723859,16.889332,0.46730796,7.5364504,4.6137247,2.3756354,5.3143935,0.46730796
128,15.779509,0.3660844,13.3844385,15.651851,1.0387106,20.248192,0.22974776,1.728562,20.872555,21.44328,2.9021702,27.92275,0.71894884,4.2994614,30.163712,0.13477662,1.1414331,6.0463805,31.232449,0.37366575,13.069513,8.665579,4.337364,15.326649,0.37366575
514,8.249968,0.65119946,7.23134,7.7878523,1.3560339,9.9174,0.7809754,2.121049,10.687406,10.386475,3.201271,13.249303,1.4728934,4.4609413,14.714173,0.9152779,2.0421839,5.930605,15.7552805,0.67799324,7.101128,5.4037757,1.8244109,8.063087,0.67799324
566,7.5809493,0.64060235,6.6657147,7.084206,1.3109257,8.99697,0.75909257,2.0319347,9.745696,9.389349,3.0196478,11.945621,1.4165657,4.182287,13.314238,0.88243896,1.9562861,5.5342383,14.319691,0.66641253,6.5502634,5.00136,1.6640342,7.41496,0.66641253
530,8.025313,0.386418,7.853357,7.551561,0.8796092,10.353461,0.26070425,1.439542,11.722554,10.051762,2.058649,13.544715,0.619262,3.0517943,15.693633,0.16605192,0.975722,4.3030844,17.331902,0.39492545,7.7063932,5.0261626,2.4752874,7.8455114,0.39492545
668,6.4329944,0.4409542,5.8189096,5.8780384,0.9121964,7.542735,0.3531847,1.398959,8.336087,7.677725,1.9853904,9.836963,0.7316347,2.7806468,11.14193,0.27420202,1.0585372,3.7361379,12.167979,0.452252,5.724635,3.9672527,1.7261307,6.3014297,0.452252
827,4.9789057,0.62202287,7.186079,4.358035,1.1421484,7.6661115,0.7203692,2.0346844,10.61206,5.5194516,2.3052378,9.014858,1.2333958,3.7422888,12.406464,0.82337004,1.9204601,5.6858788,15.640468,0.6461652,7.0570645,4.7063856,1.965891,4.8879356,0.6461652
692,6.176704,0.38920972,6.7135224,5.609243,0.80786407,8.164396,0.26511127,1.3483647,9.825295,7.296009,1.739538,10.283529,0.56480527,2.6517935,12.53505,0.17071801,0.9146371,3.8310082,14.441091,0.39784893,6.596842,4.226549,2.0940342,6.0525556,0.39784893
448,9.152597,0.44513208,11.026714,8.736979,1.0273402,13.864095,0.36078668,1.837537,16.9863,11.729494,2.482592,17.621471,0.8409791,3.9768836,21.903913,0.2839734,1.4002861,5.9785833,25.333897,0.45666257,10.787073,6.7327347,3.49489,8.936665,0.45666257
100,16.517357,0.59818864,16.844948,16.41391,1.4773318,24.001554,0.67024976,2.593509,26.536673,22.506844,4.1124167,32.05623,1.4999516,6.381215,36.852943,0.7455627,2.262538,9.337235,39.822926,0.62029415,16.411697,11.036045,5.1495585,16.036057,0.62029415
539,7.9246874,0.623775,6.7021875,7.4457226,1.2961037,9.229563,0.7240371,1.989145,9.806423,9.901795,3.017934,12.375452,1.3772024,4.1409383,13.571476,0.829011,1.8905776,5.432563,14.412309,0.6480716,6.5857983,5.0209064,1.7093285,7.748036,0.6480716
497,8.437472,0.5062078,10.849674,7.9850616,1.1116602,13.19335,0.47865567,2.0039287,16.693592,10.66572,2.6208086,16.507807,1.0185229,4.2384014,21.079748,0.44884887,1.6569558,6.42363,24.889385,0.5214665,10.615483,6.6651936,3.3629465,8.244637,0.5214665
254,12.670356,0.5700758,14.282088,12.422358,1.3494526,19.132765,0.61094546,2.3886335,22.34631,16.921534,3.5329397,24.93101,1.3415493,5.5535884,29.896309,0.652543,2.0669003,8.224575,33.46817,0.5899222,13.937297,9.124797,4.377917,12.3332,0.5899222
273,12.301864,0.6888484,11.504617,12.03772,1.5434006,16.371689,0.8570707,2.5751956,17.775824,16.381311,4.0499563,22.032112,1.6889112,5.9612684,24.775484,1.0256162,2.4262223,8.308006,26.532679,0.7193337,11.250112,8.189507,3.138064,11.977933,0.7193337
34,18.596977,0.6966492,14.45141,18.552635,1.6763821,22.898779,0.8724486,2.770414,22.623945,25.48538,4.8305845,32.182056,1.8084623,6.992067,33.625072,1.0470781,2.5652976,9.556078,33.889294,0.72793925,14.100918,10.564374,4.038229,18.033724,0.72793925
709,5.996739,0.6441406,7.924525,5.420668,1.2412668,9.0190325,0.7664177,2.1682165,11.840941,7.028187,2.6686509,10.962723,1.3592904,4.208067,14.410486,0.89347947,2.061585,6.2449822,17.512135,0.6702766,7.775611,5.300041,2.1480772,5.8777356,0.6702766
70,17.511244,0.49523023,11.454772,17.437723,1.3149318,19.150137,0.45666182,2.0107641,17.693521,23.933815,3.7032647,27.735285,1.1885862,5.0485797,27.306204,0.4164571,1.6384968,6.556249,26.407724,0.5097729,11.201827,8.245154,3.5180004,16.991096,0.5097729
846,4.864663,0.5268326,4.4062376,4.2393293,0.9729706,5.357666,0.52070093,1.4417623,5.9917173,5.351077,1.9294902,6.777371,0.9225372,2.6189485,7.7509217,0.5122719,1.2671486,3.4246104,8.579261,0.54349285,4.344457,3.2473311,1.1318539,4.7767186,0.54349285
77,17.217,0.67948,15.6700735,17.13494,1.6260343,23.327784,0.8384121,2.7801383,24.618847,23.512024,4.5989947,31.823143,1.7442862,6.9138083,35.157764,0.9991754,2.5392044,9.8098135,36.91483,0.7090176,15.277933,10.896081,4.5262656,16.708416,0.7090176
491,8.546147,0.6819873,8.85863,8.099353,1.4200753,11.583143,0.8434253,2.3592906,13.393627,10.827509,3.3968441,15.059004,1.5747838,5.017882,17.782293,1.0063213,2.2696455,7.030518,19.874601,0.7117765,8.6835375,6.3157787,2.3127153,8.349838,0.7117765
706,6.040373,0.67515826,6.6308055,5.466375,1.2971011,8.003613,0.8297379,2.1251216,9.687572,7.0931025,2.8066196,10.043791,1.4572945,4.12827,12.3030405,0.98673993,2.0934036,5.7705297,14.231037,0.704265,6.5162497,4.836885,1.6133434,5.9201264,0.704265
307,11.618033,0.37350816,10.7503195,11.322947,0.9637768,15.243885,0.24081443,1.6053685,16.529266,15.376416,2.5009587,20.51157,0.66852796,3.730308,23.014885,0.14565091,1.0688179,5.2812557,24.639822,0.38142064,10.519175,6.8597007,3.456608,11.31834,0.38142064
170,14.661097,0.37723795,13.625555,14.493521,1.0394908,19.821064,0.24647728,1.7760749,21.268734,19.824238,2.85045,26.84248,0.7385614,4.328887,29.981659,0.1513483,1.2017561,6.221423,31.833511,0.38531974,13.302669,8.6440525,4.4129853,14.250659,0.38531974
16,4.787432,0.8379144,5.4721456,4.1591644,1.5106174,6.2034874,1.1184695,2.467593,7.759364,5.2374053,3.1469548,7.54214,1.8710248,4.5679417,9.504773,1.3425134,2.648315,6.3042865,11.286457,0.8140404,5.386196,4.883361,0.9253389,6.7119284,0.8140404
611,7.041956,0.40256295,6.7340794,6.5175557,0.8706429,8.736416,0.28669977,1.3874228,9.859524,8.585557,1.9546207,11.370357,0.6365158,2.8368366,13.121256,0.19431669,0.9709366,3.9306686,14.493287,0.41184914,6.616869,4.4020886,2.0805104,6.8923655,0.41184914
940,4.2096205,0.54169095,3.9306448,3.5619686,0.9513708,4.5628204,0.55146134,1.4046016,5.2077303,4.391913,1.7910923,5.626148,0.9257159,2.4314337,6.5521393,0.55962944,1.2672615,3.1829433,7.37557,0.5594075,3.8788738,2.9549289,0.950951,4.138493,0.5594075
361,10.64497,0.5326976,7.9453754,10.303823,1.2306525,11.945686,0.53280264,1.8585283,11.875625,13.9413185,3.0856547,16.642578,1.1722846,4.1763477,17.299118,0.53082347,1.6042112,5.407802,17.564936,0.5497702,7.79589,5.7554717,2.294655,10.379047,0.5497702
450,9.132694,0.39707658,10.150411,8.716058,0.93781704,13.104058,0.27772903,1.6385866,15.536281,11.699917,2.2751899,16.890415,0.68465984,3.567171,20.401947,0.18436286,1.14559,5.267768,23.131454,0.40609375,9.937451,6.2442,3.2459202,8.917413,0.40609375
678,6.3144684,0.6764122,6.95306,5.7536964,1.3137363,8.458591,0.8322588,2.163619,10.224122,7.501155,2.8817344,10.651283,1.4739108,4.255456,13.034235,0.990363,2.1232045,5.967833,15.049195,0.7056435,6.830168,5.0361342,1.7163514,6.1863465,0.7056435
613,7.026963,0.4402061,6.2112875,6.5018,0.93779755,8.251449,0.35183063,1.4388065,8.989119,8.563198,2.0989873,10.883927,0.75309235,2.9328785,12.182842,0.27247444,1.0875428,3.930159,13.165275,0.45146254,6.1073437,4.2341156,1.8584355,6.8778234,0.45146254
879,4.621457,0.58826524,4.310506,3.987133,1.0601715,5.131411,0.64931166,1.5838883,5.833586,4.9935856,2.0763915,6.41621,1.1027406,2.8283856,7.4437103,0.7127739,1.5065064,3.7065344,8.336634,0.60955596,4.2507815,3.2973647,0.9997468,4.5398636,0.60955596
687,6.2076626,0.446378,8.383415,5.641698,0.9108726,9.537701,0.36306658,1.6537739,12.604018,7.342101,1.959343,11.585281,0.7389263,3.2298532,15.318412,0.2869276,1.2645452,4.9653487,18.673473,0.4579785,8.221776,5.0496407,2.6179695,6.082624,0.4579785
870,4.6752477,0.40171176,5.172563,4.0428476,0.74848884,5.8858566,0.28529897,1.222193,7.261588,5.0725317,1.4562925,7.17203,0.53442574,2.199938,8.931979,0.19274867,0.84655064,3.1599636,10.524965,0.4109559,5.0936313,3.3236568,1.5600743,4.5922604,0.4109559
537,7.9556947,0.55900836,6.4201007,7.4783363,1.1855061,8.976527,0.5876692,1.7813406,9.336753,9.94801,2.751795,12.138419,1.1730459,3.72062,13.07055,0.6160513,1.6003765,4.8230195,13.695835,0.5780066,6.3109093,4.7202945,1.7437923,7.7780743,0.5780066
527,8.048177,0.3942806,9.129305,7.5756087,0.89506793,11.483829,0.2732111,1.5600624,13.843063,10.085833,2.0947254,14.644887,0.6442411,3.2908158,17.91664,0.17942901,1.0813752,4.8679857,20.558025,0.40316242,8.946431,5.606073,2.9073136,7.8676577,0.40316242
35,18.54217,0.6938012,15.656253,18.496443,1.6708474,24.090351,0.86685157,2.8224034,24.596254,25.40724,4.8098507,33.353046,1.8002044,7.1254926,35.859455,1.0393021,2.5922978,9.960774,36.880566,0.7247959,15.264589,11.1438265,4.459696,17.98111,0.7247959
744,5.6707416,0.45041674,7.8922257,5.07951,0.89023995,8.743172,0.3704976,1.6245791,11.787213,6.5436587,1.8576949,10.481891,0.7268846,3.0901043,14.097512,0.29663026,1.2510166,4.7839603,17.430342,0.4622457,7.744198,4.7447886,2.4510772,5.560919,0.4622457
336,11.099432,0.4880901,8.294,10.78008,1.1642313,12.541766,0.44252288,1.7640542,12.455373,14.61231,2.9521544,17.500645,1.0373085,4.0190134,18.186275,0.39597285,1.4379325,5.236543,18.447296,0.5021781,8.13486,5.8788466,2.4844806,10.817846,0.5021781
145,15.277889,0.47903436,16.00802,15.132805,1.244827,22.428047,0.42479673,2.2026052,25.171036,20.718159,3.4055037,29.759378,1.0966396,5.339479,34.601906,0.37070718,1.7437172,7.889267,37.752186,0.49255797,15.604148,10.087452,5.0942,14.844161,0.49255797
191,14.131215,0.39620605,13.948701,13.943387,1.065878,19.796017,0.27631846,1.8517555,21.799332,19.05423,2.8889713,26.496014,0.79356164,4.457327,30.247938,0.18281671,1.3008747,6.4939437,32.638447,0.40518096,13.615074,8.756276,4.5062513,13.740572,0.40518096
498,8.425844,0.46930975,10.634682,7.9728312,1.0456399,13.009326,0.40603822,1.8830764,16.337969,10.648404,2.4662023,16.32912,0.8971939,3.9860587,20.71534,0.3445195,1.4873173,6.0363894,24.349277,0.4822424,10.40707,6.483497,3.3390143,8.233378,0.4822424
52,18.063246,0.62532425,12.0308,18.005018,1.549404,20.052681,0.7272779,2.4225783,18.644064,24.723593,4.4046826,28.96398,1.6032203,6.068324,28.68944,0.83398795,2.2009034,7.9241705,27.850689,0.64975774,11.759689,8.989436,3.433594,17.521267,0.64975774
362,10.626306,0.5719848,7.9792805,10.284251,1.2987317,11.970323,0.6149675,1.9707642,11.93202,13.913731,3.2575433,16.65771,1.2982659,4.4144835,17.354317,0.65885717,1.7704732,5.716654,17.650784,0.59197986,7.8288627,5.869854,2.2316406,10.361023,0.59197986
660,6.4842973,0.42309618,8.349111,5.931874,0.8829007,9.720313,0.32147747,1.5847001,12.546991,7.7541685,1.9279846,11.945613,0.6783943,3.138717,15.479065,0.23480923,1.162161,4.777911,18.586706,0.4334299,8.188431,5.043045,2.6267536,6.351236,0.4334299
722,5.8951845,0.40078202,6.0275893,5.314326,0.8148183,7.3964486,0.2837725,1.313155,8.683348,6.8771524,1.7255551,9.372006,0.58737564,2.5480535,11.179533,0.19104579,0.91213703,3.5861764,12.698416,0.4099804,5.928204,3.9014583,1.846838,5.7790604,0.4099804
122,15.895501,0.55753624,16.63781,15.771762,1.3960617,23.407076,0.58457994,2.4644039,26.198923,21.610716,3.847949,31.092175,1.3641617,6.0126595,36.09896,0.61121744,2.0938137,8.856338,39.310814,0.5764234,16.211872,10.705232,5.170467,15.438193,0.5764234
609,7.055516,0.3859625,7.4128795,6.5318065,0.8409186,9.343216,0.25998878,1.4015201,10.989587,8.60578,1.891865,11.966502,0.586867,2.8653347,14.312442,0.16529933,0.94689494,4.115195,16.215672,0.3944485,7.277833,4.6735373,2.331379,6.9055185,0.3944485
103,16.436195,0.4453639,16.45886,16.330166,1.2046001,23.59209,0.36121044,2.1202056,25.907013,22.390028,3.357281,31.609064,1.0024006,5.231351,36.118477,0.28452173,1.6095948,7.6873884,38.868183,0.45690748,16.039219,10.390729,5.2848268,15.958041,0.45690748
640,6.7271514,0.43356082,6.0804324,6.186831,0.912672,7.954899,0.33989996,1.407221,8.7713,8.116148,2.0156386,10.415766,0.7205054,2.8348117,11.777165,0.25742367,1.0496964,3.8220942,12.832724,0.44445333,5.979742,4.1168346,1.8231399,6.5869484,0.44445333
830,4.9523926,0.5315841,7.529802,4.330474,0.9867538,7.8966517,0.53050065,1.8177928,11.184183,5.4803534,1.9699408,9.201887,0.9430194,3.3229551,12.919091,0.527286,1.5709474,5.2013454,16.512085,0.54857785,7.3916173,4.6151257,2.2373672,4.862127,0.54857785
920,4.3119674,0.60958946,6.5741453,3.6673765,1.0732869,6.681431,0.6942671,1.9361197,9.593231,4.540934,2.0558026,7.6536345,1.1491332,3.406523,10.882118,0.7829981,1.8221709,5.259042,14.087135,0.6326551,6.4610386,4.2690916,1.7960753,4.238274,0.6326551
906,4.433115,0.48254004,4.19105,3.7923708,0.8689354,4.916996,0.43163052,1.2985913,5.636477,4.71778,1.6603312,6.0987067,0.75701296,2.2904494,7.1276326,0.38039047,1.0637184,3.043821,8.034088,0.49628052,4.133863,2.9951773,1.1249232,4.356354,0.49628052
477,8.745095,0.38098732,9.024532,8.308564,0.8946911,11.859625,0.25223854,1.5132402,13.669123,11.123578,2.1485813,15.450556,0.62329024,3.2746944,18.19902,0.15723589,1.0180702,4.7245827,20.293547,0.38924146,8.84468,5.6513705,2.8777957,8.542396,0.38924146
777,5.3949294,0.39403063,6.515792,4.791409,0.776912,7.4637413,0.2728091,1.3430855,9.496074,6.1345463,1.5951142,9.116337,0.54668206,2.5290828,11.657664,0.17899252,0.92059946,3.7730927,13.938918,0.40290043,6.404172,4.0106225,2.0299304,5.292729,0.40290043
702,6.0961585,0.6082778,5.4231224,5.5248246,1.1850325,6.985338,0.6915072,1.795716,7.6778736,7.176117,2.5506372,9.090583,1.2513398,3.485182,10.245357,0.7787087,1.7132849,4.5669136,11.161836,0.63123167,5.338332,4.0979156,1.3254232,5.97432,0.63123167
29,17.477814,0.5097905,12.007487,17.403336,1.3404309,19.736364,0.48589548,2.0867364,18.60562,23.885923,3.7718468,28.330551,1.2362257,5.2231297,28.380497,0.45963937,1.725612,6.8817577,27.792336,0.5252872,11.737117,8.543402,3.6687067,16.958982,0.5252872
998,3.846648,0.4137589,4.2915487,3.189734,0.7119161,4.6315465,0.30543163,1.1420226,5.802291,3.866737,1.2798992,5.475962,0.5210537,1.9170974,6.9214187,0.21575871,0.8097543,2.738963,8.288605,0.4236083,4.232229,2.8191078,1.2481743,3.784422,0.4236083
511,8.301297,0.5586438,6.6262665,7.8418393,1.198318,9.367172,0.5869041,1.8024575,9.680014,10.462929,2.8147535,12.726223,1.1843475,3.805934,13.633132,0.61485386,1.6157953,4.931926,14.219509,0.5776144,6.511827,4.8663635,1.8123778,8.11279,0.5776144
713,5.9522495,0.5181044,8.551474,5.374074,1.0224653,9.4662485,0.5028035,1.869459,12.883336,6.962011,2.1707292,11.3383045,0.95487535,3.6046093,15.378248,0.48506093,1.5816975,5.575507,19.098429,0.5341623,8.385107,5.222173,2.5913248,5.8345094,0.5341623
986,3.897777,0.5589511,6.3295355,3.242003,0.95507514,6.163743,0.58754903,1.7712666,9.185972,3.9403632,1.7488589,6.8934917,0.95645905,3.0063102,10.136325,0.6158633,1.592523,4.773028,13.465741,0.577945,6.222628,3.948413,1.8056108,3.8343165,0.577945
742,5.6853514,0.50912166,8.259038,5.094786,0.9924467,9.03194,0.48454177,1.8199726,12.397247,6.565353,2.0747504,10.753476,0.91251963,3.463068,14.69111,0.4576172,1.5252059,5.3773212,18.358847,0.5245738,8.100874,5.0238624,2.5071168,5.575121,0.5245738
483,8.689709,0.47754,6.9823966,8.250323,1.0698956,9.92859,0.42189494,1.6174922,10.272965,11.041167,2.5445147,13.511046,0.9329113,3.477122,14.496706,0.36661795,1.3032141,4.5568733,15.1236515,0.49097168,6.8587384,4.905943,2.0646074,8.488793,0.49097168
875,4.6499305,0.48467723,4.3407903,4.01662,0.88744247,5.174415,0.4358143,1.325965,5.883595,5.035365,1.726667,6.474582,0.77717763,2.376573,7.512534,0.3863544,1.0897214,3.1505024,8.413372,0.49855086,4.280418,3.101573,1.1721455,4.5675993,0.49855086
973,4.003191,0.5631884,3.7952542,3.3499453,0.9708541,4.3265767,0.5964511,1.4352003,4.9854083,4.0925446,1.7972943,5.2791095,0.9781562,2.44207,6.201154,0.62980634,1.3355782,3.1992824,7.0338717,0.58250433,3.7462354,2.9036589,0.87253904,3.937165,0.58250433
370,10.420202,0.6177009,12.18669,10.068105,1.371543,15.749083,0.7113097,2.4099882,18.90108,13.608992,3.431882,20.242964,1.4355648,5.3679056,24.765272,0.80940133,2.1771967,7.9144926,28.240797,0.6414654,11.910613,7.934329,3.5912864,10.161953,0.6414654
239,13.049158,0.37489673,11.094153,12.81736,1.0006279,16.420511,0.2429147,1.6304996,17.097767,17.475925,2.671182,22.520397,0.7016664,3.8963494,24.447102,0.1477537,1.090229,5.4085345,25.50316,0.38287202,10.852427,7.227676,3.565562,12.698293,0.38287202
700,6.1184187,0.54954493,5.256643,5.548153,1.0853786,6.8459377,0.5678434,1.618192,7.4012365,7.2092476,2.3281999,8.964944,1.0643672,3.1486144,9.960948,0.5850869,1.4539666,4.0931096,10.738661,0.567836,5.1757584,3.882069,1.3766676,5.995943,0.567836
127,15.794357,0.37237164,14.145996,15.667203,1.0516309,21.00292,0.23910248,1.7861398,22.123081,21.464718,2.9352336,28.682909,0.74063826,4.4281564,31.574238,0.14394616,1.1978219,6.326884,33.129555,0.38023293,13.805772,9.040548,4.588318,15.340928,0.38023293
69,17.535677,0.45163116,11.743451,17.462854,1.2355717,19.478542,0.372744,1.9005467,18.170055,23.968815,3.4900715,28.09179,1.0415845,4.7967243,27.887774,0.29958543,1.4616501,6.285579,27.13117,0.46352935,11.481441,8.285664,3.6813421,17.014568,0.46352935
397,9.9568615,0.50079477,12.122294,9.581867,1.1535152,15.363422,0.46777323,2.0673554,18.794924,12.923,2.8438373,19.569475,1.0484269,4.5524592,24.326382,0.43274558,1.6921676,6.8440537,28.07967,0.5156977,11.848271,7.4886293,3.7885716,9.714274,0.5156977
217,13.55383,0.3791804,11.111914,13.34297,1.0202347,16.72516,0.24945343,1.6447315,17.127121,18.213032,2.7461224,23.114668,0.7254214,3.9641252,24.74989,0.15437837,1.1102319,5.4511,25.547733,0.3873512,10.869638,7.3144317,3.565555,13.184523,0.3873512
922,4.2967405,0.55293465,6.799049,3.6516826,0.97682256,6.8280096,0.574935,1.8049333,9.967699,4.51874,1.8555038,7.7719173,0.9675697,3.1607177,11.211682,0.59614617,1.6057994,4.983989,14.658247,0.5714771,6.6801605,4.2177663,1.9675184,4.223431,0.5714771
478,8.736891,0.38144746,8.57183,8.299936,0.89528424,11.44877,0.25295025,1.4812869,12.917164,11.111371,2.1492934,15.047164,0.6244929,3.2103105,17.398928,0.1579696,0.9957049,4.554174,19.149889,0.38972288,8.404888,5.4495215,2.7219927,8.534457,0.38972288
868,4.68402,0.39513814,5.674875,4.0519366,0.73780775,6.292745,0.27459294,1.2609012,8.096477,5.085412,1.4366145,7.5584016,0.516778,2.2687778,9.762697,0.1809324,0.86227566,3.3771987,11.801825,0.40406135,5.584083,3.526188,1.7434467,4.6008043,0.40406135
